#Selection name: Selection 4
#Area (µm^2): 3190188.54
Cell ID,Cluster,Transcripts,Area (µm^2)
enimmgmo-1,Cluster 2,0,28.81
enjaejha-1,Cluster 1,1,65.21
enhcogjk-1,Cluster 1,1,76.09
ocaelcab-1,Cluster 2,0,125.17
enihedmh-1,Cluster 2,2,69.90
enicnhde-1,Cluster 1,0,199.14
enikmjbk-1,Cluster 1,0,184.01
enholald-1,Cluster 1,1,78.84
enghpika-1,Cluster 2,1,89.50
enjlafcf-1,Cluster 1,0,88.60
enihhcgi-1,Cluster 1,0,181.75
eniadokn-1,Cluster 2,0,32.78
enifohch-1,Cluster 2,0,54.28
egjmgnda-1,Cluster 1,0,171.91
enjljefe-1,Cluster 1,0,56.22
enhcflof-1,Cluster 2,0,84.53
eniabmgd-1,Cluster 1,1,174.71
engpaldl-1,Cluster 1,0,152.00
ehlpmibp-1,Cluster 2,0,48.23
englgjae-1,Cluster 1,0,59.65
enicbfee-1,Cluster 2,0,44.48
ehmafbnb-1,Cluster 2,0,54.91
enhgpgke-1,Cluster 2,0,12.24
ehkfjfog-1,Cluster 1,0,91.13
enhhpjgd-1,Cluster 1,0,277.94
ehlkiddm-1,Cluster 1,0,132.49
enhlciml-1,Cluster 1,0,150.05
enhlmgmh-1,Cluster 1,0,104.31
enheldml-1,Cluster 1,0,34.09
enhklpla-1,Cluster 1,1,148.07
enhkakbe-1,Cluster 2,1,56.67
enhocgga-1,Cluster 1,0,23.93
ocadopfh-1,Cluster 2,0,24.34
engkfedo-1,Cluster 1,2,139.13
enhmbfoa-1,Cluster 1,1,40.46
enjhipnp-1,Cluster 2,0,48.14
ocaaenem-1,Cluster 2,0,151.54
engpmafn-1,Cluster 1,1,98.17
engpmmhd-1,Cluster 1,1,72.30
egkdfglf-1,Cluster 1,0,117.36
enhmjgjb-1,Cluster 1,0,189.52
enhhoohb-1,Cluster 2,0,18.29
endnaakl-1,Cluster 2,0,86.25
enebnjec-1,Cluster 2,0,45.97
endmppga-1,Cluster 2,0,77.49
eidllolf-1,Cluster 1,0,249.94
eidjeofg-1,Cluster 2,0,57.03
enenbjnn-1,Cluster 2,0,37.25
eidibcno-1,Cluster 1,1,230.52
endnodgh-1,Cluster 2,0,64.08
enfodcbn-1,Cluster 1,1,276.00
eidnonjh-1,Cluster 1,0,158.72
enlcalcp-1,Cluster 2,1,70.13
engancof-1,Cluster 1,0,152.90
enknhjln-1,Cluster 2,1,51.21
enkhegpi-1,Cluster 2,5,55.95
eidnmpap-1,Cluster 1,0,124.81
enknkobd-1,Cluster 2,0,24.11
enkgnpco-1,Cluster 2,0,38.25
enicdiif-1,Cluster 2,1,51.03
enfmngli-1,Cluster 1,0,155.61
enjpmhkd-1,Cluster 2,0,78.57
enkgogan-1,Cluster 2,2,65.16
enlaamog-1,Cluster 1,0,111.27
eidjccij-1,Cluster 2,1,58.12
enidnkkg-1,Cluster 1,0,134.75
enkonpop-1,Cluster 2,0,65.57
enkmncjf-1,Cluster 2,0,32.92
enfknlcd-1,Cluster 1,0,17.11
enlaoinh-1,Cluster 1,0,40.69
eneongkh-1,Cluster 2,0,45.25
enkoacjf-1,Cluster 2,0,16.44
enkojgfd-1,Cluster 2,1,51.12
eniopbeh-1,Cluster 1,0,29.94
enepcdim-1,Cluster 2,0,19.69
enfgodkg-1,Cluster 1,0,103.09
enldcipg-1,Cluster 2,0,66.97
enfofmjp-1,Cluster 1,0,119.75
ocalcedj-1,Cluster 2,0,14.59
enfonicf-1,Cluster 1,0,253.51
oblkaijg-1,Cluster 1,0,250.35
engaaonl-1,Cluster 1,0,210.02
oblnnndn-1,Cluster 2,0,73.74
enenieeg-1,Cluster 1,0,111.81
oblljlbc-1,Cluster 2,1,42.27
enfibjgg-1,Cluster 1,0,131.04
eidniabl-1,Cluster 1,1,118.63
enfjpjic-1,Cluster 1,0,102.73
enfjcbme-1,Cluster 1,0,159.36
enfnjmlh-1,Cluster 1,0,136.55
eidmgfik-1,Cluster 2,0,19.28
eidmlngm-1,Cluster 2,0,94.60
obpodemk-1,Cluster 2,0,19.87
ehjgapnh-1,Cluster 1,2,221.27
nmlpgpil-1,Cluster 2,0,40.37
ehenapfi-1,Cluster 1,2,136.46
mhhakjcd-1,Cluster 2,0,44.34
nmlphogj-1,Cluster 2,1,55.54
nmlpmlmg-1,Cluster 2,0,47.59
mhhboagb-1,Cluster 2,0,68.28
oblbcdbb-1,Cluster 2,0,198.10
ehelnkna-1,Cluster 1,1,70.99
mhfpmkbo-1,Cluster 2,0,62.23
nmlogoim-1,Cluster 2,0,14.63
mhhbdeep-1,Cluster 2,0,44.84
mhghjajp-1,Cluster 2,0,63.22
ehipjcin-1,Cluster 1,1,193.27
mhghoeik-1,Cluster 2,0,32.60
ehfhncnm-1,Cluster 2,0,23.75
ehfkmjeh-1,Cluster 2,0,39.56
mhgcabjp-1,Cluster 2,1,64.08
ehkeighl-1,Cluster 1,5,216.21
ehiokpbd-1,Cluster 1,0,171.50
mhggbjme-1,Cluster 2,0,17.79
ehjcohkn-1,Cluster 1,0,46.15
ehfdclje-1,Cluster 2,0,54.14
mhghonbp-1,Cluster 2,2,93.43
mhgijgki-1,Cluster 2,1,58.66
ehemefnf-1,Cluster 2,0,31.52
mhhapikk-1,Cluster 2,0,39.96
mhfaikgg-1,Cluster 2,0,44.39
ehlmmcdj-1,Cluster 1,0,28.00
ehlmfoed-1,Cluster 1,1,100.38
mhfmpmjl-1,Cluster 2,0,34.68
nmlimmdj-1,Cluster 2,3,86.16
mhgmokei-1,Cluster 2,0,38.56
ehlllnoc-1,Cluster 1,2,296.50
ehfhibeh-1,Cluster 2,0,15.71
ehfiemdn-1,Cluster 2,0,52.65
ehipkgpd-1,Cluster 1,8,234.23
ehjcoenj-1,Cluster 1,3,195.89
ehfjjcol-1,Cluster 2,0,93.20
mhhahkah-1,Cluster 2,0,64.89
ehkekihl-1,Cluster 1,0,60.64
ehkeojmj-1,Cluster 1,1,110.05
ehlfhjkj-1,Cluster 1,2,172.41
nmlnoena-1,Cluster 2,0,14.09
mhgbfglh-1,Cluster 2,1,36.76
ehjghjen-1,Cluster 1,2,161.07
ehincjmc-1,Cluster 1,0,181.26
ehmnkgmc-1,Cluster 2,0,27.73
ehljiajj-1,Cluster 1,0,117.50
nmlnbmaj-1,Cluster 2,1,12.55
ehlkcace-1,Cluster 1,2,153.22
nmllmloe-1,Cluster 2,0,32.24
ehlekmdm-1,Cluster 1,3,131.00
ehiohbbd-1,Cluster 1,0,75.50
mhfbfdlc-1,Cluster 2,0,67.96
ehlhmlii-1,Cluster 1,1,37.43
ehinkdda-1,Cluster 1,0,94.24
mhfobdmp-1,Cluster 2,1,41.18
ehlfckhi-1,Cluster 1,1,117.00
ehkjimei-1,Cluster 1,0,194.17
ehljogdb-1,Cluster 1,2,153.26
ehlejphl-1,Cluster 1,2,55.09
ehnaaldf-1,Cluster 1,0,68.32
eibkipha-1,Cluster 2,0,27.14
ehmjfgkg-1,Cluster 2,2,65.93
eidoanfk-1,Cluster 1,2,173.67
eidpphhi-1,Cluster 2,2,64.66
eieahjmf-1,Cluster 1,2,188.93
eicffibi-1,Cluster 2,3,70.40
eibkbpcf-1,Cluster 1,1,190.79
eibnkifo-1,Cluster 1,0,88.96
eicdpmfa-1,Cluster 1,2,238.02
ehmhoomm-1,Cluster 2,0,49.49
ehmbljhe-1,Cluster 2,0,77.04
ehmhgjdi-1,Cluster 2,1,60.24
ehechcfm-1,Cluster 2,0,15.04
ehijdagi-1,Cluster 1,1,150.51
eiciaoad-1,Cluster 1,0,120.52
ehmjieml-1,Cluster 2,0,52.16
eidpkhjh-1,Cluster 1,0,242.26
ehngohfb-1,Cluster 2,1,68.55
ehmbphll-1,Cluster 2,0,30.53
eiehhgoc-1,Cluster 1,0,50.89
ehmgkkjl-1,Cluster 2,0,70.99
ehmbljeo-1,Cluster 2,0,48.14
eibogjoc-1,Cluster 1,2,127.48
eicdkjde-1,Cluster 1,0,23.89
ehecbgdh-1,Cluster 2,0,48.50
ehebdcod-1,Cluster 2,1,62.32
eibkjkel-1,Cluster 1,2,138.31
ehmckpna-1,Cluster 2,1,54.50
ehmclppl-1,Cluster 2,0,84.71
ehmcpgip-1,Cluster 2,0,22.49
ehilphgp-1,Cluster 1,2,319.35
eiehhpip-1,Cluster 1,0,172.99
ehfgnhdf-1,Cluster 1,1,31.52
ehmddaef-1,Cluster 2,0,36.03
eibohmoj-1,Cluster 1,0,83.40
ehmeikcf-1,Cluster 2,0,81.01
eichgkad-1,Cluster 1,0,43.76
ehfclejb-1,Cluster 2,0,26.73
ehmgmnoj-1,Cluster 2,0,74.24
eibmgodf-1,Cluster 1,1,173.94
ehfghoib-1,Cluster 1,0,31.52
eheccplo-1,Cluster 2,0,51.03
eheaghmp-1,Cluster 2,0,35.63
ehmmfegb-1,Cluster 2,0,59.70
ehfgakhn-1,Cluster 2,1,24.93
ehjfgdko-1,Cluster 1,3,158.36
mhhbpkon-1,Cluster 2,0,50.39
mhhbiaph-1,Cluster 2,0,21.04
ehikiapj-1,Cluster 1,0,125.44
ehikcdjj-1,Cluster 1,1,126.21
ehijilmh-1,Cluster 1,1,84.13
ehmmdimb-1,Cluster 2,0,58.07
nmlpkjff-1,Cluster 2,1,75.73
mhganhgk-1,Cluster 2,1,35.13
nmmbdfca-1,Cluster 2,0,14.09
ehjdmffm-1,Cluster 1,4,245.79
mhhcbbbb-1,Cluster 2,1,51.84
mhgelego-1,Cluster 2,1,40.28
ehfeeccd-1,Cluster 2,0,79.02
nmfdajad-1,Cluster 1,4,75.64
nmldabcm-1,Cluster 1,11,108.65
mhigekfo-1,Cluster 1,1,28.18
mlfneemp-1,Cluster 1,9,60.42
mhiipbph-1,Cluster 1,10,95.32
mhiifhha-1,Cluster 1,4,115.87
mhihpcej-1,Cluster 1,1,41.95
mhedbmoh-1,Cluster 1,3,73.51
mlfmgedm-1,Cluster 1,4,90.18
mhedgdoi-1,Cluster 1,3,63.08
mheboblg-1,Cluster 1,3,84.76
mhdhfgmd-1,Cluster 1,3,33.01
mlfpgejj-1,Cluster 1,5,85.71
mhdklnmc-1,Cluster 1,1,36.62
mhdpbaja-1,Cluster 1,0,20.46
mlgdhcop-1,Cluster 1,3,87.87
mhicnbgb-1,Cluster 1,2,53.19
mhdnhblm-1,Cluster 1,3,46.83
mlfmbpli-1,Cluster 1,8,92.07
mhecggai-1,Cluster 1,8,87.60
mhidekjn-1,Cluster 1,17,96.59
mhedbjog-1,Cluster 1,6,64.53
mhdlidgg-1,Cluster 1,10,98.89
mlgfghnh-1,Cluster 2,2,13.86
mhifnpol-1,Cluster 1,1,12.46
mhicgnhl-1,Cluster 1,10,110.99
mhhcmibb-1,Cluster 1,10,90.09
mhiekjki-1,Cluster 1,3,42.40
mlgepbhj-1,Cluster 1,6,82.55
mlgifdho-1,Cluster 1,5,84.94
mhhlkili-1,Cluster 1,1,68.37
mlgeipjd-1,Cluster 1,3,100.61
mhieehno-1,Cluster 1,6,101.24
mihdodmf-1,Cluster 1,4,50.48
abfbhnpj-1,Cluster 1,1,65.88
mlfdfoad-1,Cluster 1,0,109.19
mhhlebfb-1,Cluster 1,8,110.77
mhhkghfa-1,Cluster 1,4,76.63
mhhdjkin-1,Cluster 1,7,86.11
mihfpdbc-1,Cluster 1,3,73.70
miglejjg-1,Cluster 1,2,48.45
migljlhc-1,Cluster 1,4,34.36
miglgncb-1,Cluster 1,2,59.11
mighcabp-1,Cluster 1,3,58.70
mlghkjmp-1,Cluster 1,1,131.86
migkidoh-1,Cluster 1,6,106.61
mhhjlngg-1,Cluster 1,6,86.97
abfdomfc-1,Cluster 1,2,51.57
mhibpecp-1,Cluster 1,19,197.56
abepoafk-1,Cluster 1,10,93.11
mhhdndfd-1,Cluster 1,11,105.53
mhhfoibm-1,Cluster 1,10,103.09
mhheccig-1,Cluster 1,1,37.21
mihedmck-1,Cluster 1,6,84.26
migjjoeb-1,Cluster 1,2,51.75
mlgiimmh-1,Cluster 1,5,98.35
mhhihcgf-1,Cluster 1,8,95.64
migianpe-1,Cluster 1,2,85.71
mlgiiamk-1,Cluster 2,1,84.62
mignenak-1,Cluster 1,3,39.65
mlggmnao-1,Cluster 1,0,21.86
mlfdlhgj-1,Cluster 1,10,105.39
migjhifm-1,Cluster 1,6,66.79
mihffokg-1,Cluster 1,7,55.59
nmipbppj-1,Cluster 1,13,139.26
nmhbnnmn-1,Cluster 1,4,55.36
nmmkalid-1,Cluster 1,3,51.97
nmhepccb-1,Cluster 1,3,69.63
nmiflond-1,Cluster 1,12,131.59
nmipkocf-1,Cluster 1,4,61.50
nmhebaal-1,Cluster 1,7,99.61
nminjokm-1,Cluster 1,9,91.40
nmiphhkj-1,Cluster 1,5,54.86
nmihicib-1,Cluster 1,5,83.81
nmjngmab-1,Cluster 1,9,88.91
nmimamig-1,Cluster 1,1,25.20
nmjjjhpm-1,Cluster 1,1,74.01
nmihejhf-1,Cluster 1,6,46.01
nmiopdgp-1,Cluster 1,11,70.26
nmiddpcn-1,Cluster 1,2,41.59
nmhjnfgb-1,Cluster 1,1,38.38
nmhjjknb-1,Cluster 1,2,39.02
nmhgcaag-1,Cluster 1,4,41.54
nmheafmc-1,Cluster 1,4,56.22
nmhhiiaf-1,Cluster 1,7,96.72
nmiobmpi-1,Cluster 1,1,32.65
nmhlcmjd-1,Cluster 1,7,88.82
nmhpkpab-1,Cluster 1,4,62.41
nmibmnjf-1,Cluster 1,10,84.04
nmilmgmc-1,Cluster 1,3,39.24
nmhoanbl-1,Cluster 1,7,100.07
nmilcfdo-1,Cluster 1,4,92.03
nmiiikin-1,Cluster 1,7,45.65
nmhlabjg-1,Cluster 1,2,33.60
nmjmcpkg-1,Cluster 1,5,104.04
nmlbhodp-1,Cluster 1,1,29.94
mheelkkn-1,Cluster 1,1,35.45
mhhobjdf-1,Cluster 1,2,101.60
mlfmbdmh-1,Cluster 1,3,49.27
nmhlgkoh-1,Cluster 1,2,75.28
mhdgbkhj-1,Cluster 1,3,49.72
mlgdcnoi-1,Cluster 1,4,58.34
mhdgpojk-1,Cluster 1,5,63.72
mhhoagad-1,Cluster 1,5,69.22
mhdgfhdd-1,Cluster 1,5,87.38
nmicgjll-1,Cluster 1,10,98.49
mlgcgalh-1,Cluster 1,3,52.70
nmihpfco-1,Cluster 1,9,90.54
mheeihek-1,Cluster 1,6,66.24
mhehlipp-1,Cluster 1,4,53.06
mlfmmhla-1,Cluster 1,1,25.65
nmlckfei-1,Cluster 1,6,110.54
mhehnbpi-1,Cluster 1,2,67.73
mheecmmn-1,Cluster 1,8,77.31
mhhodeod-1,Cluster 1,5,30.48
nmlannjb-1,Cluster 1,5,72.25
nmhpcmfl-1,Cluster 1,5,91.49
nmindbmj-1,Cluster 1,11,111.17
nmlagbdk-1,Cluster 1,1,14.40
nmhmhfba-1,Cluster 1,2,17.20
nmihnekm-1,Cluster 1,6,69.22
nmilefaf-1,Cluster 1,14,134.11
nmhnhlni-1,Cluster 1,1,21.86
mhhmbekn-1,Cluster 1,6,70.81
mhdgnidk-1,Cluster 1,0,86.70
mkpkabef-1,Cluster 1,8,86.25
mkpijehh-1,Cluster 1,8,104.31
mlgaaegj-1,Cluster 1,1,29.49
mlhcmkla-1,Cluster 1,12,100.29
mlmelpkj-1,Cluster 2,2,85.66
mkpkcgab-1,Cluster 1,5,119.08
mlddlcfn-1,Cluster 1,0,61.68
mlhibcja-1,Cluster 1,11,101.24
mldkomjn-1,Cluster 1,6,61.23
mlhldljo-1,Cluster 1,0,28.09
mlhfjbcc-1,Cluster 1,10,91.98
mlhkjlie-1,Cluster 1,1,58.84
mlhmdgbg-1,Cluster 1,7,130.23
mldnknbk-1,Cluster 1,5,86.29
mldcehnj-1,Cluster 1,9,101.10
mldhjfdb-1,Cluster 1,5,31.88
mlddlcmj-1,Cluster 1,7,99.52
mlggbajf-1,Cluster 1,1,19.28
mlnoljpb-1,Cluster 2,0,49.36
mlmfejma-1,Cluster 2,0,28.31
mlmegppf-1,Cluster 2,0,34.82
mlhhacfg-1,Cluster 1,4,29.40
mkpicgbf-1,Cluster 1,9,116.82
mlheklbd-1,Cluster 1,7,82.64
mlhlcjdm-1,Cluster 2,4,87.96
mlhdbcdb-1,Cluster 1,5,108.56
mlmnkchb-1,Cluster 2,0,31.61
mlddoocj-1,Cluster 1,4,55.50
mlmndhek-1,Cluster 2,2,73.92
mlgjdpcl-1,Cluster 1,13,77.44
mlmkofle-1,Cluster 2,0,50.58
mmanojpf-1,Cluster 2,1,60.92
mmaopbjd-1,Cluster 2,0,31.65
mlheaiea-1,Cluster 1,4,75.86
mlhmbmkk-1,Cluster 1,6,51.75
mlhegndb-1,Cluster 1,9,98.53
ohnalmip-1,Cluster 2,0,110.36
mkpnpakl-1,Cluster 1,5,80.33
mkpldhln-1,Cluster 1,6,54.01
mkpllkbf-1,Cluster 1,10,97.81
ohnagkdc-1,Cluster 2,2,252.74
ohnbpgnh-1,Cluster 2,1,108.06
mkppkdon-1,Cluster 1,8,62.32
mlmfammg-1,Cluster 2,4,207.49
mlgmonpp-1,Cluster 1,5,97.40
mlgphkkp-1,Cluster 1,6,92.75
mkppiaca-1,Cluster 1,12,110.41
mkppaeoc-1,Cluster 1,16,141.11
mlghmkni-1,Cluster 1,0,96.41
mlgnaeel-1,Cluster 1,3,24.11
mlmleldd-1,Cluster 2,0,46.51
mlfnkmbh-1,Cluster 1,3,52.29
mldjcmbd-1,Cluster 1,3,31.25
mldljmdo-1,Cluster 1,4,50.03
mldiifpl-1,Cluster 1,6,65.07
mldilbbo-1,Cluster 1,10,75.09
mldlnncj-1,Cluster 1,7,89.91
mldnebbf-1,Cluster 1,4,67.10
mlghgfem-1,Cluster 1,2,103.23
mkplddbd-1,Cluster 1,10,119.30
mlocibmp-1,Cluster 2,0,72.79
mlfefncc-1,Cluster 1,3,26.73
mkoibejh-1,Cluster 1,10,130.32
mlnocngb-1,Cluster 2,0,54.82
nmjafocm-1,Cluster 1,14,75.14
nmjeilal-1,Cluster 1,5,57.21
nmjaodgm-1,Cluster 1,4,119.84
nmkdcmlj-1,Cluster 1,3,24.61
nmjhekbk-1,Cluster 1,3,44.89
nmjbdhfe-1,Cluster 1,6,66.65
nmkcdnip-1,Cluster 1,4,43.80
nmjbpdik-1,Cluster 1,0,9.57
mmbjhaef-1,Cluster 2,1,59.56
mmbimoon-1,Cluster 2,0,24.66
mkobaoho-1,Cluster 2,0,70.62
mkojkgml-1,Cluster 1,7,75.55
mkogpfai-1,Cluster 1,2,13.14
mlnkobgd-1,Cluster 2,0,54.77
mkojdhni-1,Cluster 1,12,129.87
mkocbnhb-1,Cluster 2,0,59.97
nmjhneie-1,Cluster 1,6,77.94
mlnlccjk-1,Cluster 2,0,20.77
mkoedjil-1,Cluster 1,12,103.23
mkofopcm-1,Cluster 1,3,43.49
mkoegenf-1,Cluster 1,4,40.64
mlabbfea-1,Cluster 1,8,139.31
nmjogmac-1,Cluster 1,6,55.09
mkohommc-1,Cluster 1,10,104.40
mlaoainn-1,Cluster 1,12,84.53
mkoeebhb-1,Cluster 1,1,90.00
nmjohmej-1,Cluster 1,9,97.76
mlanlmik-1,Cluster 1,2,18.65
mmbdaakl-1,Cluster 2,2,47.19
mlaghgdg-1,Cluster 1,1,39.24
mlajiafk-1,Cluster 2,0,99.30
mlakilbd-1,Cluster 1,15,124.68
mlalbmam-1,Cluster 2,0,25.60
mlaagdgn-1,Cluster 1,6,61.37
mlhcafpm-1,Cluster 1,3,23.03
mlnidoni-1,Cluster 2,0,219.28
mkppojme-1,Cluster 1,5,61.23
mlhaepaf-1,Cluster 1,5,88.55
mlommeno-1,Cluster 2,0,95.01
mlbacfpl-1,Cluster 1,10,76.81
mkphllch-1,Cluster 1,8,83.90
mlokajen-1,Cluster 2,1,54.19
mmbefeog-1,Cluster 2,0,31.84
mlniechj-1,Cluster 2,0,60.64
nmkpgdkf-1,Cluster 1,2,40.69
mlnjijmf-1,Cluster 1,0,67.60
mladklkc-1,Cluster 2,1,33.64
mkpkcfpm-1,Cluster 1,3,119.48
nmlabnpf-1,Cluster 1,2,19.42
mlogjolg-1,Cluster 2,0,85.62
nmknnlcj-1,Cluster 1,4,79.57
mmbdnomh-1,Cluster 2,0,78.66
nmkopfnf-1,Cluster 1,5,117.05
mlalknbn-1,Cluster 1,9,45.88
mlapaiak-1,Cluster 1,9,95.64
mlgafdlm-1,Cluster 1,8,99.39
mlafjkno-1,Cluster 1,13,90.63
mlhapleg-1,Cluster 1,13,91.62
nlmfjpib-1,Cluster 2,0,56.45
nmmfbmne-1,Cluster 2,0,44.75
nmgehggk-1,Cluster 2,0,40.46
nmnpmhpb-1,Cluster 1,7,79.88
nmobpicb-1,Cluster 1,7,106.25
nmmmancn-1,Cluster 1,6,99.93
nmngnbkk-1,Cluster 1,8,75.82
nmgdnaag-1,Cluster 2,0,68.05
nmfiihhe-1,Cluster 2,3,19.10
nmmnkhjc-1,Cluster 1,15,119.94
nmfhadeo-1,Cluster 2,4,104.45
nmncpjai-1,Cluster 1,11,147.71
nmmoppem-1,Cluster 2,1,58.52
nmnchiop-1,Cluster 1,5,76.00
nmfkebkg-1,Cluster 2,0,22.94
nmffhfji-1,Cluster 1,5,128.47
nmfammhp-1,Cluster 1,5,79.16
nmfaagnh-1,Cluster 1,2,52.43
nmfeahbj-1,Cluster 1,8,163.29
nmejhhcb-1,Cluster 1,4,89.18
nmfdhoaa-1,Cluster 1,9,93.07
nminocin-1,Cluster 1,0,33.37
nmkjdlch-1,Cluster 1,5,73.88
nmfbddpo-1,Cluster 1,11,90.99
nmkfmdlp-1,Cluster 1,10,80.11
nmelnmfg-1,Cluster 1,11,142.06
nmfdghko-1,Cluster 1,8,120.75
nmnlaeaa-1,Cluster 1,10,83.81
nmkjnimh-1,Cluster 1,2,29.22
nmkegofb-1,Cluster 1,9,78.66
nmklmbic-1,Cluster 1,3,88.69
nmknflkn-1,Cluster 1,6,96.32
nmngnppd-1,Cluster 1,6,95.60
mlpdffpa-1,Cluster 2,0,41.05
nmfhggfp-1,Cluster 1,4,52.52
nmmigpda-1,Cluster 1,1,93.70
nmhbclii-1,Cluster 1,7,87.38
nmmiepla-1,Cluster 1,4,36.44
nmmmihlf-1,Cluster 1,16,180.17
nmmofpne-1,Cluster 1,4,57.98
mlpcfopf-1,Cluster 2,0,25.20
nmmijdic-1,Cluster 1,7,109.32
nmmigdck-1,Cluster 1,1,56.67
nmejaaff-1,Cluster 1,4,33.69
nmmglpba-1,Cluster 1,0,56.72
nmgnnhen-1,Cluster 1,11,100.74
nmeoailg-1,Cluster 1,8,108.65
nmjdcknd-1,Cluster 1,7,71.62
nmkjccpl-1,Cluster 1,4,50.76
nmkjndal-1,Cluster 1,1,10.66
nmmkeabj-1,Cluster 1,8,96.91
nmjghabn-1,Cluster 1,3,80.20
nmjelleb-1,Cluster 1,0,15.44
nmmlcbaj-1,Cluster 1,5,80.92
nmejeklb-1,Cluster 1,8,119.89
nmkifneb-1,Cluster 1,1,53.96
nmhgbdoa-1,Cluster 1,14,101.29
nmhaegbo-1,Cluster 1,7,67.60
nmkifehf-1,Cluster 1,0,25.06
nmjfjbpn-1,Cluster 1,9,64.80
nmiojaoh-1,Cluster 1,2,90.85
nmjagjfm-1,Cluster 1,9,129.51
mkobcdcj-1,Cluster 1,0,36.94
nmogjagh-1,Cluster 1,5,86.93
nlngcafg-1,Cluster 2,1,147.66
nlnfaekg-1,Cluster 2,1,71.03
nlmgofah-1,Cluster 2,1,39.51
nlnghgbm-1,Cluster 2,0,22.17
nlmmengb-1,Cluster 2,1,35.72
nlnjcffd-1,Cluster 2,0,93.43
nmghdhpj-1,Cluster 2,1,106.61
nmmddmle-1,Cluster 2,0,56.40
nlmodmep-1,Cluster 2,0,25.42
nkkohple-1,Cluster 2,2,89.23
nlnccjjj-1,Cluster 2,0,26.46
nlnfodcf-1,Cluster 2,0,25.20
nmgfbkpb-1,Cluster 2,2,90.67
nmlifojk-1,Cluster 2,0,34.59
nlncjgmk-1,Cluster 2,1,85.35
nmdeaknf-1,Cluster 1,2,142.24
nlkmokml-1,Cluster 2,0,36.76
nkkoedhp-1,Cluster 2,0,69.54
nlknceka-1,Cluster 2,0,59.25
nmmcdjif-1,Cluster 2,1,72.20
nmlnohbm-1,Cluster 2,0,9.21
nmlpamhh-1,Cluster 2,0,39.47
nlkmlema-1,Cluster 2,1,135.97
nmlnbojm-1,Cluster 2,0,37.39
oilgmbbn-1,Cluster 2,0,116.68
nmojcmmp-1,Cluster 1,7,50.71
nlknkllc-1,Cluster 2,0,26.51
nmlfccin-1,Cluster 2,2,117.59
nmgkhkbm-1,Cluster 2,0,41.32
nmmcnnnd-1,Cluster 2,2,86.11
nmojgojp-1,Cluster 1,1,20.91
nmgnlike-1,Cluster 2,1,85.12
nmokhfnj-1,Cluster 1,6,106.39
nmglhjdn-1,Cluster 2,0,30.39
nmoggdkm-1,Cluster 1,7,112.94
nmgmbeaa-1,Cluster 2,8,89.91
nmokicll-1,Cluster 1,3,93.25
oilhbhom-1,Cluster 2,3,232.87
nmofmhoh-1,Cluster 2,1,67.60
nmodmfmg-1,Cluster 2,0,48.41
nmldikan-1,Cluster 2,2,53.78
nmogfncb-1,Cluster 2,0,57.80
nmgacecj-1,Cluster 1,6,108.28
nmghging-1,Cluster 2,1,83.72
nmgibnkk-1,Cluster 2,1,69.99
nmldoelb-1,Cluster 2,0,34.14
nlmhlcai-1,Cluster 2,2,47.28
nmlijcpj-1,Cluster 2,1,68.68
nmojnjph-1,Cluster 1,5,118.08
nmmbakfd-1,Cluster 2,0,58.12
nmnbomnf-1,Cluster 1,11,110.90
nmnfkmpb-1,Cluster 1,7,114.79
nmocepei-1,Cluster 1,6,30.44
nmnpopfg-1,Cluster 1,9,105.26
nmmelifi-1,Cluster 1,4,111.04
nmeohjij-1,Cluster 1,7,119.75
nmmfmfhi-1,Cluster 2,1,45.43
nmgakjfb-1,Cluster 1,5,79.02
nmfbbhhc-1,Cluster 1,5,105.21
nliicjkf-1,Cluster 2,0,40.14
mlhohdao-1,Cluster 2,1,49.54
mlibgbjl-1,Cluster 1,1,105.12
mlhohham-1,Cluster 2,1,164.41
mlhpjphi-1,Cluster 2,0,43.98
nlnnmecm-1,Cluster 2,0,128.92
mlibipep-1,Cluster 2,0,12.78
mlialngl-1,Cluster 2,1,72.84
mlkboohg-1,Cluster 2,1,155.38
mljhpnkl-1,Cluster 1,0,79.48
mljmnlpn-1,Cluster 2,0,53.96
mljoldap-1,Cluster 2,0,32.65
nlnnlmfo-1,Cluster 2,0,90.45
mlipmlmd-1,Cluster 2,0,71.71
mljnedmn-1,Cluster 2,0,99.61
mliclpjk-1,Cluster 2,0,60.06
mljbengm-1,Cluster 2,2,90.90
mljeobfk-1,Cluster 2,3,160.62
mljfnpgf-1,Cluster 2,1,58.12
mlhohhdc-1,Cluster 2,0,123.14
mlkflamf-1,Cluster 2,1,56.08
mlicoebk-1,Cluster 2,1,90.94
mlkejeoc-1,Cluster 2,3,60.33
mlkdeceg-1,Cluster 2,0,80.29
mlkgoenj-1,Cluster 2,0,26.60
mmbcohfb-1,Cluster 2,1,62.68
mlkibgme-1,Cluster 2,0,76.77
mmbfdamf-1,Cluster 2,0,74.37
mllbifml-1,Cluster 2,0,127.43
mllcbfff-1,Cluster 2,0,65.84
mllccobo-1,Cluster 2,0,61.37
mlkpkalm-1,Cluster 2,2,218.69
mlihjoai-1,Cluster 2,1,67.06
mlicofkc-1,Cluster 2,1,94.38
mlikkdno-1,Cluster 2,0,27.00
mlimddek-1,Cluster 2,0,77.31
mlmopbai-1,Cluster 2,0,66.61
mmannjod-1,Cluster 2,0,85.44
